homepage,internship,companyweb,company,address,salary,period,duration,work,salary_low,salary_high,address_unique
http://www.shixiseng.com/intern/inn_za0qt1saci6g,电路设计实习生,http://www.shixiseng.com/company/detail/com_bodlbjvrpr9z,ABB,北京,168-180,2,3,新媒体,168,180,北京
http://www.shixiseng.com/intern/inn_pdqtg14wzk5t,前端开发实习生,http://www.shixiseng.com/company/detail/com_w81q2j8h0ye1,湉家网,上海,100-150,3,5,运营,100,150,上海
http://www.shixiseng.com/intern/inn_ekyvjpaonjys,材料研发实习生,http://www.shixiseng.com/company/detail/com_bodlbjvrpr9z,ABB,北京,168-180,2,3,公关,168,180,北京
http://www.shixiseng.com/intern/inn_fbwjovmtttvw,招聘实习生,http://www.shixiseng.com/company/detail/com_0txqmymp4ohj,博彦科技,上海,80-120,4,6,商务,80,120,上海
http://www.shixiseng.com/intern/inn_rio30rfrikph,IT实习生,http://www.shixiseng.com/company/detail/com_qt5p0kegdx1k,贝塔斯曼,北京,80-100,5,10,编辑,80,100,北京
http://www.shixiseng.com/intern/inn_kmaahfcmqeiw,招聘实习生,http://www.shixiseng.com/company/detail/com_0txqmymp4ohj,博彦科技,北京,80-120,5,6,市场,80,120,北京
http://www.shixiseng.com/intern/inn_lhr0hpru1cif,人事助理实习生,http://www.shixiseng.com/company/detail/com_0txqmymp4ohj,博彦科技,杭州,80-100,5,6,市场,80,100,杭州
http://www.shixiseng.com/intern/inn_yvbxrcpdqutm,采购实习生/Purchasing Intern,http://www.shixiseng.com/company/detail/com_yzcvuavhryrp,安明咨询,上海,100-110,3,3,运营,100,110,上海
http://www.shixiseng.com/intern/inn_mfqbnwnm663f,销售实习,http://www.shixiseng.com/company/detail/com_bh1nw18pvztq,麦穗人工智能,上海,100-200,4,8,运营,100,200,上海
http://www.shixiseng.com/intern/inn_xua5mgr0kiuc,班主任,http://www.shixiseng.com/company/detail/com_ykkgvfw2b7jk,尚孔教育,上海,100-200,5,3,财会,100,200,上海
http://www.shixiseng.com/intern/inn_kjnz3xfpngir,课程顾问,http://www.shixiseng.com/company/detail/com_ykkgvfw2b7jk,尚孔教育,上海,100-200,5,3,新媒体,100,200,上海
http://www.shixiseng.com/intern/inn_ogq24td5dg59,课程顾问,http://www.shixiseng.com/company/detail/com_ykkgvfw2b7jk,尚孔教育,上海,100-200,5,3,运营,100,200,上海
http://www.shixiseng.com/intern/inn_mwhs3ipapvao,人力资源实习生,http://www.shixiseng.com/company/detail/com_yzcvuavhryrp,安明咨询,上海,100-150,3,5,公关,100,150,上海
http://www.shixiseng.com/intern/inn_jv82txcsetfh,化学老师,http://www.shixiseng.com/company/detail/com_ykkgvfw2b7jk,尚孔教育,上海,100-200,5,3,商务,100,200,上海
http://www.shixiseng.com/intern/inn_5ifytdddewsw,咨询老师,http://www.shixiseng.com/company/detail/com_ykkgvfw2b7jk,尚孔教育,上海,100-200,5,3,编辑,100,200,上海
http://www.shixiseng.com/intern/inn_azr7ifi2xxd1,财务实习生 Finance Intern,http://www.shixiseng.com/company/detail/com_yzcvuavhryrp,安明咨询,上海,100-120,3,6,市场,100,120,上海
http://www.shixiseng.com/intern/inn_r9zqfzdzbn5b,化学老师,http://www.shixiseng.com/company/detail/com_ykkgvfw2b7jk,尚孔教育,上海,100-200,5,3,市场,100,200,上海
http://www.shixiseng.com/intern/inn_ngbxispptzk0,培训助理,http://www.shixiseng.com/company/detail/com_ophyl5heg07p,广联达,北京,100-120,4,3,运营,100,120,北京
http://www.shixiseng.com/intern/inn_gybqv5wkipnq,人力资源实习生（员工关系方向）,http://www.shixiseng.com/company/detail/com_ophyl5heg07p,广联达,北京,100-120,4,3,运营,100,120,北京
http://www.shixiseng.com/intern/inn_owy63xjqr9rt,管理培训生-Commercial Leadership Program Trainee,http://www.shixiseng.com/company/detail/com_yzcvuavhryrp,安明咨询,上海,200-300,5,8,财会,200,300,上海
http://www.shixiseng.com/intern/inn_dlcyde0raahk,人力资源实习生（培训方向）,http://www.shixiseng.com/company/detail/com_ophyl5heg07p,广联达,北京,100-120,5,3,新媒体,100,120,北京
http://www.shixiseng.com/intern/inn_1fhvmj9mwry9,后端开发实习生,http://www.shixiseng.com/company/detail/com_pvvi5t4e2b5j,开眼 Eyepetizer,北京,200-300,4,8,运营,200,300,北京
http://www.shixiseng.com/intern/inn_hvcidt1fcoio,内容编辑实习生,http://www.shixiseng.com/company/detail/com_pvvi5t4e2b5j,开眼 Eyepetizer,北京,120-200,4,7,公关,120,200,北京
http://www.shixiseng.com/intern/inn_k1s54laolslu,前台接待,http://www.shixiseng.com/company/detail/com_7sv1ftljq07b,上海锡明光电科技,上海,100-160,5,10,商务,100,160,上海
http://www.shixiseng.com/intern/inn_2gcih2u4yifu,内容运营（日报方向）,http://www.shixiseng.com/company/detail/com_pvvi5t4e2b5j,开眼 Eyepetizer,北京,120-200,4,8,编辑,120,200,北京
http://www.shixiseng.com/intern/inn_eerosnugfk1b,visionpro开发工程师,http://www.shixiseng.com/company/detail/com_7sv1ftljq07b,上海锡明光电科技,"上海,无锡",368-460,6,4,市场,368,460,上海
http://www.shixiseng.com/intern/inn_wzbfyg5n0uaj,区域销售助理/区域销售助理,http://www.shixiseng.com/company/detail/com_7sv1ftljq07b,上海锡明光电科技,全国,100-200,5,13,市场,100,200,全国
http://www.shixiseng.com/intern/inn_72tnn9hzvmac,采购助理/采购工程师实习生,http://www.shixiseng.com/company/detail/com_7sv1ftljq07b,上海锡明光电科技,上海,100-150,5,13,运营,100,150,上海
http://www.shixiseng.com/intern/inn_uubyvh5kugdc,产品运营实习生（字幕翻译管理）,http://www.shixiseng.com/company/detail/com_pvvi5t4e2b5j,开眼 Eyepetizer,北京,120-200,4,6,运营,120,200,北京
http://www.shixiseng.com/intern/inn_yr7ujce1h2rd,驻厂技术维护工程师实习生,http://www.shixiseng.com/company/detail/com_7sv1ftljq07b,上海锡明光电科技,全国,100-200,5,13,财会,100,200,全国
http://www.shixiseng.com/intern/inn_1dfzrysalzpe,储备经理实习生,http://www.shixiseng.com/company/detail/com_0eeywskue2la,太平人寿,南京,100-200,5,3,新媒体,100,200,南京
http://www.shixiseng.com/intern/inn_ytujzfgozn1k,.net桌面软件开发工程师,http://www.shixiseng.com/company/detail/com_7sv1ftljq07b,上海锡明光电科技,上海,170-190,5,22,运营,170,190,上海
http://www.shixiseng.com/intern/inn_wf9cljy96qgs,人力资源助理实习生,http://www.shixiseng.com/company/detail/com_gdsefsexzblk,百度,北京,100-120,4,5,公关,100,120,北京
http://www.shixiseng.com/intern/inn_uv0a7xtu47vb,经理助理实习生,http://www.shixiseng.com/company/detail/com_0eeywskue2la,太平人寿,南京,100-120,5,3,商务,100,120,南京
http://www.shixiseng.com/intern/inn_uuexjmfvlq8u,储备干部,http://www.shixiseng.com/company/detail/com_0eeywskue2la,太平人寿,南京,100-200,4,3,编辑,100,200,南京
http://www.shixiseng.com/intern/inn_uvtoivq79xtl,UI工程师/前端开发工程师（实习生）,http://www.shixiseng.com/company/detail/com_lkzhbogfbrqm,广州恒先,广州,100-150,4,6,市场,100,150,广州
http://www.shixiseng.com/intern/inn_6gfz0vrprkib,管理培训生-Commercial Leadership Program Trainee,http://www.shixiseng.com/company/detail/com_yzcvuavhryrp,安明咨询,上海,200-300,5,8,市场,200,300,上海
http://www.shixiseng.com/intern/inn_refytwexn830,人力资源实习生（招聘方向）,http://www.shixiseng.com/company/detail/com_ykkjqe9mrbey,唯品会,广州,100-120,4,4,运营,100,120,广州
http://www.shixiseng.com/intern/inn_c99bm6q019s6,并购孵化实习生,http://www.shixiseng.com/company/detail/com_vj67usxrdgsa,城建设计,北京,20-40,3,8,运营,20,40,北京
http://www.shixiseng.com/intern/inn_zzol4igwutil,理工类实习生,http://www.shixiseng.com/company/detail/com_eciin24wmjty,大连东软,大连,100-150,5,3,财会,100,150,大连
http://www.shixiseng.com/intern/inn_otedsfkph6wu,店长,http://www.shixiseng.com/company/detail/com_8dpn130qn2p6,美士康达,深圳,130-260,2,5,新媒体,130,260,深圳
http://www.shixiseng.com/intern/inn_wxywtfrwmmvw,实习,http://www.shixiseng.com/company/detail/com_8dpn130qn2p6,美士康达,深圳,75-125,2,3,运营,75,125,深圳
http://www.shixiseng.com/intern/inn_sj9zwsucy43z,运营统筹实习生,http://www.shixiseng.com/company/detail/com_gu0qipjmtryu,由你单车,杭州,120-200,5,5,公关,120,200,杭州
http://www.shixiseng.com/intern/inn_vzhf1oaphwah,UI设计师（实习生）,http://www.shixiseng.com/company/detail/com_lkzhbogfbrqm,广州恒先,广州,100-150,4,6,商务,100,150,广州
http://www.shixiseng.com/intern/inn_hjhpr2vcrtys,淘宝客服，实体店员,http://www.shixiseng.com/company/detail/com_8dpn130qn2p6,美士康达,深圳,90-120,1,3,编辑,90,120,深圳
http://www.shixiseng.com/intern/inn_qdwfwjs08hwo,新媒体运营实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,5,市场,100,101,北京
http://www.shixiseng.com/intern/inn_xxh0bghsquik,电商运营实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,5,市场,100,101,北京
http://www.shixiseng.com/intern/inn_3eg9dy2axagb,市场策划实习生,http://www.shixiseng.com/company/detail/com_p4bmgxqcchpi,时空悦动,北京,80-160,3,3,运营,80,160,北京
http://www.shixiseng.com/intern/inn_py4xdi2kazwb,行政实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,4,5,运营,100,101,北京
http://www.shixiseng.com/intern/inn_artd5mbcphrh,金融实习生,http://www.shixiseng.com/company/detail/com_ajw3bi1vln75,乾鑫,东莞,50-100,4,9,财会,50,100,东莞
http://www.shixiseng.com/intern/inn_np08myewe6mh,公关实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,4,新媒体,100,101,北京
http://www.shixiseng.com/intern/inn_ez3khttzbkzd,软件测试实习生,http://www.shixiseng.com/company/detail/com_eciin24wmjty,大连东软,大连,80-150,5,3,运营,80,150,大连
http://www.shixiseng.com/intern/inn_tj3ruhy93m56,产品运营实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,4,4,公关,100,101,北京
http://www.shixiseng.com/intern/inn_snehayk8twq9,电商CPS招商运营实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,3,3,商务,100,101,北京
http://www.shixiseng.com/intern/inn_svy2tik07qdp,运营实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,5,编辑,100,101,北京
http://www.shixiseng.com/intern/inn_fnysziwsacan,美术编辑（实习生）,http://www.shixiseng.com/company/detail/com_pxjlyalexat4,上海人民美术出版社第一工作室,上海,100-120,3,3,市场,100,120,上海
http://www.shixiseng.com/intern/inn_stgdkahuxk9k,音频编辑实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,3,市场,100,101,北京
http://www.shixiseng.com/intern/inn_ja2ydrbatw2t,新媒体实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,5,运营,100,101,北京
http://www.shixiseng.com/intern/inn_3fuptwypv67p,3D场景设计师,http://www.shixiseng.com/company/detail/com_p4bmgxqcchpi,时空悦动,北京,100-200,5,6,运营,100,200,北京
http://www.shixiseng.com/intern/inn_lgu1ikubupdw,电商业务助理实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,5,财会,100,101,北京
http://www.shixiseng.com/intern/inn_iqjoe9y0caqz,SZPM51-项目经理（实习生）,http://www.shixiseng.com/company/detail/com_tsuihvffmosg,古卡集团|深圳分部,深圳,80-120,4,6,新媒体,80,120,深圳
http://www.shixiseng.com/intern/inn_qz2fqmbj4vhx,文案策划（儿童教育方向） 实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,4,4,运营,100,101,北京
http://www.shixiseng.com/intern/inn_p8dto7n8vmqn,平面设计实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,4,3,公关,100,101,北京
http://www.shixiseng.com/intern/inn_iiqly9yxpmcj,数据算法实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,400-401,4,6,商务,400,401,北京
http://www.shixiseng.com/intern/inn_j8larnfcyldm,SZD35-室内设计（实习生）,http://www.shixiseng.com/company/detail/com_tsuihvffmosg,古卡集团|深圳分部,深圳,80-120,4,3,编辑,80,120,深圳
http://www.shixiseng.com/intern/inn_hzbervugly7h,SZP09-文案策划（实习生）,http://www.shixiseng.com/company/detail/com_tsuihvffmosg,古卡集团|深圳分部,深圳,80-120,4,6,市场,80,120,深圳
http://www.shixiseng.com/intern/inn_iueqzfaf1evm,营销编辑（实习生）,http://www.shixiseng.com/company/detail/com_pxjlyalexat4,第一工作室,上海,100-150,3,5,市场,100,150,上海
http://www.shixiseng.com/intern/inn_v5jkuovc0joj,运营编辑实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-120,5,3,运营,100,120,北京
http://www.shixiseng.com/intern/inn_obq9wtxqnmz3,文案实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,4,3,运营,100,101,北京
http://www.shixiseng.com/intern/inn_mwfow6rmwc0x,广告运营实习生,http://www.shixiseng.com/company/detail/com_4r1ky6ivcfap,暴风影音,北京,100-120,4,4,财会,100,120,北京
http://www.shixiseng.com/intern/inn_e3pysxjv4bcf,测试实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,5,5,新媒体,100,101,北京
http://www.shixiseng.com/intern/inn_0btpmhdwwwci,功能测试实习生,http://www.shixiseng.com/company/detail/com_zqppgtkro1k0,暴风,北京,100-101,4,6,运营,100,101,北京
http://www.shixiseng.com/intern/inn_czaeacc78nop,图书编辑助理（实习生）,http://www.shixiseng.com/company/detail/com_pxjlyalexat4,第一工作室,上海,100-150,3,3,公关,100,150,上海
http://www.shixiseng.com/intern/inn_2kvsuzgvxr3v,内容运营,http://www.shixiseng.com/company/detail/com_yb78n54pwsnd,邻我,上海,60-120,5,3,商务,60,120,上海
http://www.shixiseng.com/intern/inn_uzjhzn0qhupz,网站审核运营,http://www.shixiseng.com/company/detail/com_mqcbon0a2nej,萌想科技,成都,100-101,5,6,编辑,100,101,成都
http://www.shixiseng.com/intern/inn_jzl2pzln6x9c,审核运营助理（周末）,http://www.shixiseng.com/company/detail/com_mqcbon0a2nej,萌想科技,成都,100-120,2,6,市场,100,120,成都
http://www.shixiseng.com/intern/inn_buycbsu3fxsr,产品实习生,http://www.shixiseng.com/company/detail/com_u5igwajbbra6,洋码头,上海,80-100,4,4,市场,80,100,上海
http://www.shixiseng.com/intern/inn_vqottac9thbo,Java开发,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,5,6,运营,100,200,深圳
http://www.shixiseng.com/intern/inn_agq2u0tsn8lb,UI设计师,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,6,6,运营,100,200,深圳
http://www.shixiseng.com/intern/inn_vl6mwzd13xem,微信运营实习生（偏文案）,http://www.shixiseng.com/company/detail/com_mqcbon0a2nej,萌想科技,成都,90-100,5,3,财会,90,100,成都
http://www.shixiseng.com/intern/inn_sxpjjppxkmsm,后台开发,http://www.shixiseng.com/company/detail/com_yb78n54pwsnd,邻我,上海,60-120,5,3,新媒体,60,120,上海
http://www.shixiseng.com/intern/inn_ckpsd6xdl188,财务助理,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,6,6,运营,100,200,深圳
http://www.shixiseng.com/intern/inn_bhcqcz95uint,服装搭配师,http://www.shixiseng.com/company/detail/com_yq3hdvu2x1kx,美知,长沙,40-80,5,3,公关,40,80,长沙
http://www.shixiseng.com/intern/inn_hhkmra9tujix,Web前端开发,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,6,6,商务,100,200,深圳
http://www.shixiseng.com/intern/inn_kqrk2sz8jjiw,平面设计师实习生,http://www.shixiseng.com/company/detail/com_gw5lkyoaeoju,蜜柚科技,上海,150-300,4,8,编辑,150,300,上海
http://www.shixiseng.com/intern/inn_chfgka2s8drb,总监助理,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,6,5,市场,100,200,深圳
http://www.shixiseng.com/intern/inn_1vjbr9zzdrxd,互联网推广专员实习生,http://www.shixiseng.com/company/detail/com_yq3hdvu2x1kx,美知,深圳,100-200,5,3,市场,100,200,深圳
http://www.shixiseng.com/intern/inn_8ftl3dmntzqf,市场专员,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,5,3,运营,100,200,深圳
http://www.shixiseng.com/intern/inn_i7gcchku5zqb,出纳,http://www.shixiseng.com/company/detail/com_x1xioei0irix,大管加,深圳,100-200,6,5,运营,100,200,深圳
http://www.shixiseng.com/intern/inn_jgcwrtzkh6rv,海外运营-美国市场,http://www.shixiseng.com/company/detail/com_gw5lkyoaeoju,蜜柚科技,上海,150-300,4,8,财会,150,300,上海
http://www.shixiseng.com/intern/inn_vpk0mohqvqiu,视频剪辑实习生,http://www.shixiseng.com/company/detail/com_yq3hdvu2x1kx,美知,长沙,50-100,3,3,新媒体,50,100,长沙
http://www.shixiseng.com/intern/inn_8aciiel08tul,测试实习生,http://www.shixiseng.com/company/detail/com_x6talezsuzfi,博彦,北京,120-150,5,12,运营,120,150,北京
http://www.shixiseng.com/intern/inn_m77chr5m7kpc,AE实习生,http://www.shixiseng.com/company/detail/com_0n62d8cgpplx,SP,北京,50-75,5,8,公关,50,75,北京
http://www.shixiseng.com/intern/inn_n3pxcxivil5z,行政助理（实习生）,http://www.shixiseng.com/company/detail/com_cabqigk2qdpj,潜力股,北京,100-150,5,3,商务,100,150,北京
http://www.shixiseng.com/intern/inn_agghmd1gjtxl,运维/应用工程师,http://www.shixiseng.com/company/detail/com_4hwldc944gd9,珑凌科技,郑州,100-150,5,3,编辑,100,150,郑州
http://www.shixiseng.com/intern/inn_j8blsdenyzgs,部门秘书,http://www.shixiseng.com/company/detail/com_m4aklscan4b1,网易,广州,60-80,4,12,市场,60,80,广州
http://www.shixiseng.com/intern/inn_vmpexqteepdx,安全开发（Python方向）,http://www.shixiseng.com/company/detail/com_4hwldc944gd9,珑凌科技,郑州,100-120,5,3,市场,100,120,郑州
http://www.shixiseng.com/intern/inn_c0ujntykgzm7,WEB前端（实习生）,http://www.shixiseng.com/company/detail/com_cabqigk2qdpj,潜力股,北京,100-200,5,3,运营,100,200,北京
http://www.shixiseng.com/intern/inn_ftqc5pyrwdp9,销售支持实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,100-150,5,6,运营,100,150,上海
http://www.shixiseng.com/intern/inn_godw44osglcu,HR实习生,http://www.shixiseng.com/company/detail/com_pwlg7w1xhddi,百度,北京,100-150,5,1,财会,100,150,北京
http://www.shixiseng.com/intern/inn_ndab9dc8e2yb,行政部实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,100-150,5,3,新媒体,100,150,上海
http://www.shixiseng.com/intern/inn_fxgtddv7gpwb,档案管理实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,120-150,5,5,运营,120,150,上海
http://www.shixiseng.com/intern/inn_yzwrjbyk9ip1,行政实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安态,上海,100-150,5,3,公关,100,150,上海
http://www.shixiseng.com/intern/inn_2ikih18aptvc,财务部实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,100-120,5,3,商务,100,120,上海
http://www.shixiseng.com/intern/inn_bf6lhr0ciufd,客服实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,100-120,5,3,编辑,100,120,上海
http://www.shixiseng.com/intern/inn_icqvkxrm7xq4,web开发工程师（php/node）,http://www.shixiseng.com/company/detail/com_4hwldc944gd9,珑凌科技,郑州,100-150,5,3,市场,100,150,郑州
http://www.shixiseng.com/intern/inn_kd4hfguacsfx,销售部实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,100-150,5,3,市场,100,150,上海
http://www.shixiseng.com/intern/inn_7aj8iuwa89qt,运营部实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安态,上海,100-150,5,3,运营,100,150,上海
http://www.shixiseng.com/intern/inn_jnr7zb59y0sh,金融分析助理,http://www.shixiseng.com/company/detail/com_jrcwjlee1hbv,中科达,北京,100-200,4,9,运营,100,200,北京
http://www.shixiseng.com/intern/inn_dellbktfjpxi,商务行政助理,http://www.shixiseng.com/company/detail/com_jrcwjlee1hbv,中科达,北京,100-150,3,11,财会,100,150,北京
http://www.shixiseng.com/intern/inn_3p1v5cnmpok3,保单录入实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,上海,100-120,5,3,新媒体,100,120,上海
http://www.shixiseng.com/intern/inn_czxgrmfywgd6,PHS实习生,http://www.shixiseng.com/company/detail/com_nzsonodymk0s,安泰,成都,100-150,3,3,运营,100,150,成都
http://www.shixiseng.com/intern/inn_uhvqtkfizxxv,在线营销主播,http://www.shixiseng.com/company/detail/com_w8ibnph05znr,万题库,北京,200-300,5,8,公关,200,300,北京
http://www.shixiseng.com/intern/inn_tgtwgbmxpsy8,注册会计师见习讲师,http://www.shixiseng.com/company/detail/com_w8ibnph05znr,万题库,北京,150-250,5,6,商务,150,250,北京
http://www.shixiseng.com/intern/inn_sje5png8dcgk,技术运营,http://www.shixiseng.com/company/detail/com_4hwldc944gd9,珑凌科技,郑州,80-120,5,4,编辑,80,120,郑州
http://www.shixiseng.com/intern/inn_lk9e24ueht3e,新媒体运营助理,http://www.shixiseng.com/company/detail/com_w8ibnph05znr,万题库,北京,200-300,5,8,市场,200,300,北京
